district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
NABARANGPUR,Majhiguda,"3/2/24, 12:00 AM",19.452677965164185,82.37184584140778,32.0,8.0,10.0,0.39,17.81,0.2,0.18,36.0,0.11,5.68,27.19,0.21
NABARANGPUR,Kusumabandha,"1/17/24, 12:00 AM",19.5136986,82.4439619,32.0,3.0,461.0,0.76,16.32,0.41,0.88,30.0,0.11,5.08,32.52,0.178
NABARANGPUR,Dongriguda,"1/18/24, 12:00 AM",19.4604575,82.2764908,29.0,15.0,298.0,0.61,12.16,0.31,0.43,13.0,0.1,5.29,23.8,0.616
NABARANGPUR,Dongriguda,"1/18/24, 12:00 AM",19.4678444,82.2764908,23.0,18.0,148.0,0.85,29.15,0.3,0.62,12.0,0.8,6.01,13.17,0.178
NABARANGPUR,Baigam,"1/9/24, 12:00 AM",19.5210755,82.444246,49.0,16.0,169.0,0.26,16.96,0.56,0.62,14.0,0.17,5.56,19.23,0.21
NABARANGPUR,Majhiguda,"3/2/24, 12:00 AM",19.45309102535248,82.36559092998505,26.0,1.0,73.0,0.38,6.12,0.44,0.2,14.0,0.09,6.42,7.2,0.099
NABARANGPUR,Bodo-olma,"2/8/24, 12:00 AM",19.38667,82.32105333333332,37.0,8.0,168.0,0.92,30.81,0.18,0.81,15.0,0.13,5.6,27.18,0.09
NABARANGPUR,Dhansaraguda,"1/11/24, 12:00 AM",19.466375000000003,82.31874666666666,40.0,10.0,142.0,0.49,16.11,0.46,0.67,19.0,0.14,5.49,6.15,0.567
NABARANGPUR,Koilari,"3/2/24, 12:00 AM",19.474103450775143,82.34942257404327,58.0,20.0,159.0,0.71,30.16,0.28,0.46,13.0,0.2,5.77,26.31,0.29
NABARANGPUR,Baigam,"1/9/24, 12:00 AM",19.5136986,82.4439619,29.0,32.0,222.0,0.56,17.51,0.46,0.76,19.0,0.1,6.12,16.2,0.174
NABARANGPUR,Baigam,"1/8/24, 12:00 AM",19.5251934,82.4537807,26.0,1.0,137.0,0.61,16.39,0.5,0.7,15.0,0.09,6.35,16.23,0.281
NABARANGPUR,Kusumabandha,"1/17/24, 12:00 AM",19.5210191,82.4334644,29.0,7.0,59.0,0.44,16.5,0.76,0.61,32.0,0.1,5.57,6.18,0.184
NABARANGPUR,Kusumabandha,"1/17/24, 12:00 AM",19.515857,82.4514108,34.0,20.0,168.0,0.74,11.47,0.33,0.93,21.0,0.12,5.42,16.23,0.364
NABARANGPUR,Baigam,"1/8/24, 12:00 AM",19.5117522,82.4415917,32.0,7.0,228.0,0.16,18.26,0.18,0.51,10.0,0.11,5.91,7.19,0.059
NABARANGPUR,Godegam,"2/22/24, 12:00 AM",19.4105668,82.2931202,29.0,5.0,269.0,0.61,19.4,0.81,0.18,31.0,0.1,5.48,27.19,0.118
NABARANGPUR,Dongriguda,"2/22/24, 12:00 AM",19.4590814,82.2788667,46.0,3.0,193.0,0.84,19.31,0.3,0.71,9.0,0.16,5.97,27.27,0.26
NABARANGPUR,Jobaguda,"3/2/24, 12:00 AM",19.4018732,82.3233146,20.0,7.0,218.0,0.27,9.57,0.21,0.31,11.0,0.07,5.28,23.52,0.132
NABARANGPUR,Dhansaraguda,"1/9/24, 12:00 AM",19.465968333333333,82.31918333333333,37.0,8.0,140.0,0.47,17.11,0.39,0.72,17.0,0.13,5.88,17.12,0.36
NABARANGPUR,Godegam,"2/22/24, 12:00 AM",19.4141695,82.3378745,14.0,10.0,187.0,0.3,18.4,0.11,0.26,7.0,0.05,5.95,16.17,1.241
NABARANGPUR,Bhandimal,"2/7/24, 12:00 AM",19.54545995,82.4407219,43.0,11.0,194.0,0.18,22.24,0.98,0.74,18.0,0.15,5.78,29.31,0.1
NABARANGPUR,Dongriguda,"2/22/24, 12:00 AM",19.4590814,82.2788667,48.0,15.0,78.0,0.54,18.2,1.76,0.77,20.0,0.2,5.97,11.13,0.076
NABARANGPUR,Dongriguda,"2/22/24, 12:00 AM",19.4590814,82.2788667,26.0,20.0,268.0,0.9,14.46,0.39,0.27,13.0,0.09,5.26,16.4,0.149
NABARANGPUR,Chichubai,"2/22/24, 12:00 AM",19.5419753,82.44291561666665,32.0,1.0,142.0,0.42,19.11,0.26,0.28,15.0,0.11,5.77,17.91,0.15
NABARANGPUR,Dongiriguda,"1/18/24, 12:00 AM",19.4594924,82.3758693,61.0,2.0,190.0,0.31,33.14,0.97,0.47,72.0,0.21,6.07,31.8,0.11
NABARANGPUR,Koilari,"3/2/24, 12:00 AM",19.47500467300415,82.35036671161652,61.0,2.0,59.0,0.23,39.26,0.4,0.81,14.0,0.21,5.66,16.54,0.67
NABARANGPUR,Bodo-olma,"2/8/24, 12:00 AM",19.39165,82.315575,43.0,10.0,251.0,0.88,17.27,0.91,0.11,7.0,0.15,5.57,27.19,0.208
NABARANGPUR,Bodo-olma,"2/8/24, 12:00 AM",19.39317,82.31522666666666,43.0,7.0,127.0,0.3,27.15,0.26,0.26,11.0,0.15,5.28,27.16,0.092
NABARANGPUR,Bodo-olma,"2/8/24, 12:00 AM",19.39458833333333,82.32277333333334,32.0,1.0,142.0,0.42,19.11,0.26,0.28,15.0,0.11,5.77,17.91,0.15
NABARANGPUR,Anchala,"2/7/24, 12:00 AM",19.547841066666667,82.43992994999999,61.0,5.0,213.0,0.74,23.33,0.52,0.51,25.0,0.21,5.8,24.38,0.425
NABARANGPUR,Dongiriguda,"1/18/24, 12:00 AM",19.4567082,82.3799364,40.0,9.0,245.0,0.22,17.09,5.27,0.31,17.0,0.14,5.9,28.45,0.29
NABARANGPUR,Dhansaraguda,"1/11/24, 12:00 AM",19.463316666666667,82.32066833333334,93.0,3.0,115.0,0.56,8.17,0.32,0.81,11.0,0.32,6.1,4.44,0.098
NABARANGPUR,Kokodaguda,"3/12/24, 12:00 AM",19.5449002,82.44128735000001,37.0,45.0,246.0,0.64,31.12,0.36,0.29,17.0,0.13,5.96,21.81,0.147
NABARANGPUR,Kokodaguda,"3/12/24, 12:00 AM",19.54359378333333,82.44215938333333,32.0,18.0,246.0,0.26,18.11,0.91,0.71,19.0,0.11,5.47,20.81,0.231
NABARANGPUR,Godegam,"2/22/24, 12:00 AM",19.4105668,82.2931202,17.0,15.0,290.0,0.28,20.4,0.26,0.81,20.0,0.06,5.9,19.16,0.09
