district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
PALGHAR,Utavali,"1/15/23, 12:00 AM",19.705781,73.1148599,213.354624,20.577984,541.5228,0.0451,11.66,0.64,0.66,42.108,1.758,7.2,23.72,0.02
THANE,Newade,"11/7/23, 12:00 AM",19.4774705,73.1974638,282.38112,20.24064,377.594448,0.10186,5.736,0.22,1.67,28.072,0.54205,6.2,18.65,0.05
THANE,Newade,"11/7/23, 12:00 AM",19.4650581,73.2070498,219.62976,15.18048,118.289472,0.10186,1.478,0.39,0.66,20.416,0.4102,7.5,6.368,0.02
THANE,Suryanagar,"11/8/23, 12:00 AM",19.4123057,73.0875645,219.62976000000003,16.529856,360.193344,0.11575,37.08,7.53,20.04,68.904,0.07325,7.2,117.0,0.03
THANE,Borgaon,"12/12/23, 12:00 AM",19.32216305,73.45503707,257.28057599999994,26.650176,173.91595199999998,0.00463,22.42,2.22,8.17,25.52,1.1134,6.7,92.14,0.09
THANE,Moroshi,"12/12/23, 12:00 AM",19.343161666666667,73.69499666666667,365.2129152,96.817728,735.7909439999999,0.0463,20.48,2.88,2.88,23.606,0.7911,6.3,26.38,0.03
THANE,Khanivare,"12/12/23, 12:00 AM",19.176106666666666,73.49907499999999,100.402176,21.92736,72.36196799999999,0.01852,21.92,1.87,2.51,16.588,0.9962,6.9,94.0,0.03
THANE,Thune Bk.,"12/27/23, 12:00 AM",19.42383228,73.48339406,282.38112,36.770496,91.855008,0.06482,19.46,0.66,2.24,3.828,1.53825,5.8,39.98,0.06
THANE,Balegaon,"12/12/23, 12:00 AM",19.29163,73.57973333333332,332.582208,36.770496,293.536656,0.05556,11.16,1.31,1.81,10.846,1.53825,7.2,32.62,0.03
THANE,Alyani,"12/27/23, 12:00 AM",19.347143728106207,73.41427401717951,222.51632256,53.97504,157.560816,0.07408,36.7,2.07,3.19,18.502,0.7032,7.0,76.52,0.02
THANE,Utane,"10/27/23, 12:00 AM",19.327645,73.23456,512.0510976,249.297216,914.3662079999998,0.11112,44.68,5.87,6.53,48.488,1.0548,6.6,62.76,0.02
THANE,Utane,"10/27/23, 12:00 AM",19.326261666666667,73.23415833333334,340.11237120000004,47.22816,198.068304,0.22687,22.22,1.87,5.48,28.072,1.1427,7.1,62.76,0.04
THANE,Gunde,"11/8/23, 12:00 AM",19.4551281,73.6281443,138.05299200000002,70.84224,109.541376,0.02778,22.78,0.53,2.96,19.778,1.56755,6.5,96.58,0.07
THANE,Nandkar,"11/8/23, 12:00 AM",19.2786538,73.1610851,1022.847168,13.156416,125.9916,0.20835,16.19,1.83,6.3,47.85,0.16115,7.3,105.8,0.06
THANE,Done,"11/9/23, 12:00 AM",19.082573333333336,73.3177,245.9853312,55.999104,229.352256,0.00926,34.02,1.66,5.74,29.347999999999995,1.42105,6.4,46.06,0.17
THANE,Chane,"11/8/23, 12:00 AM",19.4478882,73.1040411,311.2467456,25.638144,87.9564,0.12038,7.012,0.4,1.34,12.122,0.9962,7.8,10.86,0.04
THANE,Moroshi,"12/12/23, 12:00 AM",19.340231666666668,73.69039666666666,461.8500096,140.335104,249.606,0.08334,16.42,2.78,3.1,34.452,0.54205,7.0,24.3,0.03
THANE,Bohonoli,"11/7/23, 12:00 AM",19.15992151,73.18763545,282.38112,69.492864,137.30707199999998,0.03704,23.72,1.89,1.99,3.828,0.21975,6.7,103.5,0.08
THANE,Bohonoli,"11/7/23, 12:00 AM",19.15752192,73.18891837,244.730304,316.428672,159.84292799999997,0.02778,24.44,1.88,2.35,10.846,0.3809,6.7,49.7,0.09
THANE,Balegaon,"12/12/23, 12:00 AM",19.291205,73.57953,326.30707200000006,106.938048,317.21356799999995,0.05556,19.98,1.26,1.55,9.57,1.0841,7.4,104.6,0.03
THANE,Sayale,"12/12/23, 12:00 AM",19.2948914,73.548554,564.76224,33.059712,813.0024,0.0463,42.48,1.77,2.06,11.483999999999998,2.051,7.1,68.56,0.06
THANE,Pimpaloli,"11/3/23, 12:00 AM",19.25285847,73.24192014,328.8171264,80.96256,230.398224,0.00463,30.76,0.77,4.57,46.574,0.74715,7.2,110.6,0.04
THANE,Kasgaon,"11/3/23, 12:00 AM",19.115848333333336,73.26833833333333,368.9779968,47.565504,313.124784,0.21761,16.08,1.76,5.59,287.738,1.30385,7.0,46.96,0.04
THANE,Utane,"10/27/23, 12:00 AM",19.3170979,73.2240833,304.9716096000001,48.91488,430.843728,0.19909,18.62,2.29,3.12,499.554,1.04015,7.2,62.76,0.09
THANE,Ambeshiv Khurd,"11/2/23, 12:00 AM",19.1926876,73.2619771,417.9240576000001,48.91488,40.88783999999999,0.14353,72.54,3.92,4.24,26.158,2.6077,6.2,53.76,0.13
THANE,Gunde,"11/8/23, 12:00 AM",19.4420218,73.6483955,276.105984,141.68448,468.498576,0.05556,14.02,4.11,3.42,38.918,1.39175,6.2,96.58,0.03
THANE,Kuhe,"11/8/23, 12:00 AM",19.3677596,72.9868469,210.84456960000009,40.48128,178.09982399999998,0.07871,9.484,0.49,2.74,3.19,1.2306,7.2,13.83,0.03
THANE,Shirol,"12/27/23, 12:00 AM",19.6497242,73.4065441,370.23302400000006,223.321728,279.653808,0.00463,6.362,1.6,2.25,33.814,0.98155,7.2,82.46,0.06
THANE,Sayale,"12/12/23, 12:00 AM",19.2925383,73.5503945,426.70924800000006,43.517376,811.1957279999999,0.00926,46.12,1.99,2.19,0.638,2.051,6.3,96.38,0.06
