district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
JASHPUR,Singibahar,"12/29/23, 12:00 AM",22.5492309,83.9573922,272.0,12.71,294.0,0.85,6.1,0.55,0.97,12.0,0.45,5.98,4.6,0.14
JASHPUR,Singibahar,"12/29/23, 12:00 AM",22.5492309,83.9573922,275.0,12.5,290.41,0.83,5.73,0.47,0.81,9.5,0.41,5.7,6.27,0.32
JASHPUR,Singibahar,"12/29/23, 12:00 AM",22.5343526,83.9464747,273.0,15.0,285.0,0.82,6.8,0.67,0.58,14.0,0.43,5.83,4.2,0.29
DURG,Amapendri,"12/16/23, 12:00 AM",21.1350379,81.5286142,200.7,25.08,176.62,0.6,5.342,1.088,1.416,16.25,0.2,4.7,28.74,0.126
DURG,Achanakpur,"12/13/23, 12:00 AM",21.0946114,81.357644,464.12,33.15,565.26,1.4,8.414,0.488,1.916,22.5,0.78,7.58,5.526,0.328
DURG,Aamdi,"12/15/23, 12:00 AM",21.085578524507586,81.46124493330717,175.64,25.08,193.2,0.7,6.138,1.008,0.624,21.25,0.88,6.08,6.924,0.102
DURG,Achanakpur,"12/19/23, 12:00 AM",21.0894997,81.3738982,250.88,20.6,253.56,0.7,4.942,0.634,1.086,22.5,0.77,7.77,12.62,0.139
DURG,Aamdi,"12/15/23, 12:00 AM",21.122623,81.3418322,288.51,17.92,307.88,0.5,20.42,1.644,1.698,8.75,1.44,5.89,20.42,0.118
DURG,Aamdi,"12/23/23, 12:00 AM",21.04724666666667,81.57544166666666,163.07,18.81,358.17,0.6,10.74,1.512,0.686,17.5,0.68,7.69,5.358,0.175
DURG,Achholi,"12/23/23, 12:00 AM",21.039965,81.57896000000001,200.7,17.92,483.39,0.7,13.96,0.784,1.638,40.0,1.2,7.66,10.78,0.219
DURG,Achanakpur,"12/19/23, 12:00 AM",21.089142783333333,81.37383881666666,213.24,25.98,300.72,1.2,10.82,1.342,0.642,12.5,0.43,7.0,13.24,0.1
DURG,Aamdi,"9/13/23, 12:00 AM",21.167769,81.3207825,120.0,10.5,398.9,4.0,3.456,0.4,1.22,8.1,0.12,7.8,35.0,0.65
DURG,Aamdi,"12/19/23, 12:00 AM",21.080625,81.46397499999999,301.05,13.44,43.56,0.8,12.4,1.512,0.836,25.0,1.1,5.57,16.02,0.104
DURG,Aamdi,"12/19/23, 12:00 AM",20.9721806,81.5313576,125.44,18.81,169.79,0.6,4.486,1.016,2.076,17.5,0.67,6.17,35.96,0.107
DURG,Achholi,"12/14/23, 12:00 AM",21.122623,81.3418322,125.44,12.54,396.36,1.1,14.838,1.118,1.058,13.75,1.17,7.31,14.76,0.112
DURG,Achanakpur,"12/19/23, 12:00 AM",21.089173966666667,81.37380544999999,263.42,28.67,256.25,0.5,5.958,0.596,0.408,7.5,0.77,7.18,8.422,0.122
DURG,Aamdi,"12/14/23, 12:00 AM",21.1418291,81.262724,213.24,31.36,466.59,1.0,6.102,2.156,1.79,7.5,0.63,6.84,10.68,0.287
DURG,Aamdi,"12/15/23, 12:00 AM",21.083654584363103,81.46181775256991,163.07,15.23,149.52,0.5,6.098,0.678,0.662,27.5,0.88,6.45,11.84,0.126
DURG,Aamdi,"12/15/23, 12:00 AM",21.1094622,81.330143,200.7,8.96,222.32,0.4,8.162,0.647,0.678,18.75,1.1,4.5,10.9,0.197
DURG,Mahka Kalan,"12/14/23, 12:00 AM",21.13679819,81.41773802,188.16,24.19,221.08,0.8,12.06,1.558,0.716,18.75,0.67,8.12,10.04,0.101
DURG,Aamdi,"12/16/23, 12:00 AM",21.00388573,81.47163575,175.61,32.25,210.67,0.5,10.08,2.258,0.53,8.75,1.06,6.01,33.28,0.108
DURG,Achholi,"12/14/23, 12:00 AM",21.1121385,81.3310081,188.16,8.96,259.5,1.1,12.68,1.816,1.904,8.75,0.47,6.72,11.62,0.162
DURG,Achholi,"12/23/23, 12:00 AM",21.04439,81.57329833333333,200.7,9.85,379.45,0.5,6.982,0.408,0.932,12.5,0.96,7.71,16.42,0.158
DURG,Achholi,"12/14/23, 12:00 AM",21.122623,81.3418322,200.7,35.84,421.34,1.2,8.162,0.8,1.522,18.75,1.27,6.6,13.16,0.211
DURG,Achanakpur,"12/15/23, 12:00 AM",21.08912015,81.37381586666667,213.24,25.08,302.17,0.6,8.492,1.192,1.358,27.5,0.47,6.77,10.68,0.104
DURG,Aamdi,"12/19/23, 12:00 AM",20.9544019,81.5253529,137.98,10.75,442.512,0.2,10.92,0.996,2.578,23.75,0.77,4.61,17.56,0.109
DURG,Kolihapuri,"12/13/23, 12:00 AM",21.14012836944312,81.26640751026571,150.52,14.33,560.0,1.2,16.24,0.489,1.264,31.25,0.9,6.37,16.62,0.323
DURG,Aamdi,"12/13/23, 12:00 AM",21.0894991,81.3738987,125.0,22.4,195.0,0.7,4.62,1.36,1.14,8.0,0.63,6.95,13.0,0.13
DURG,Aamdi,"12/15/23, 12:00 AM",21.070085,81.45639,250.88,23.29,182.44,0.9,12.62,0.528,1.602,13.75,0.84,7.25,23.06,0.106
DURG,Achholi,"12/15/23, 12:00 AM",21.1187586,81.3460387,275.96,28.67,191.4,0.5,12.12,1.016,0.544,6.25,1.05,5.19,19.91,0.117
DURG,Aamdi,"12/19/23, 12:00 AM",21.07135,81.46126833333332,263.42,18.81,159.15,0.7,7.828,0.906,0.738,7.5,0.88,4.6,6.538,0.101
DURG,Achanakpur,"12/15/23, 12:00 AM",21.08915693333333,81.37400976666666,250.88,16.12,236.43,0.7,8.162,0.576,0.632,26.25,0.78,7.85,16.34,0.181
DURG,Aamdi,"12/14/23, 12:00 AM",21.0951832,81.3906321,213.24,22.4,197.34,0.7,13.48,1.044,1.632,25.0,1.12,6.01,21.5,0.29
DURG,Achholi,"12/23/23, 12:00 AM",21.040450000000003,81.57813833333333,225.79,15.23,504.33,0.6,14.9,0.784,1.624,41.25,1.1,7.7,7.602,0.224
DURG,Achholi,"12/14/23, 12:00 AM",21.1187037,81.3461821,689.92,13.44,136.97,0.4,14.02,1.404,0.824,6.25,0.94,4.88,19.06,0.11
DURG,Aamdi,"12/15/23, 12:00 AM",21.07247333333333,81.46201333333333,263.43,12.54,348.76,0.7,6.334,0.888,0.774,10.0,0.7,5.51,19.76,0.115
DURG,Achholi,"12/15/23, 12:00 AM",21.122623,81.3418322,200.7,20.6,245.39,0.3,10.472,1.558,1.442,10.0,0.56,5.61,30.64,0.101
DURG,Aamdi,"12/16/23, 12:00 AM",21.00197138,81.47731009,225.79,31.36,259.28,0.8,12.56,0.408,0.642,6.25,0.88,4.5,9.526,0.102
DURG,Saoni,"12/18/23, 12:00 AM",21.11848533153534,81.54685199260712,137.98,23.29,552.49,0.2,6.098,0.786,0.518,10.0,1.6,6.73,8.428,0.107
DURG,Saoni,"12/18/23, 12:00 AM",21.12212909,81.54771805,100.35,27.77,474.99,1.1,5.39,0.548,0.692,7.5,0.9,6.05,18.08,0.13
DURG,Aamdi,"12/15/23, 12:00 AM",21.076075,81.45538666666667,225.79,24.19,168.44,0.7,12.7,0.596,0.674,8.75,0.28,4.67,15.74,0.1
DURG,Achanakpur,"12/19/23, 12:00 AM",21.0894989,81.3738986,250.88,18.81,289.74,0.5,8.368,0.808,1.322,5.0,0.8,7.55,16.02,0.202
DURG,Achholi,"12/15/23, 12:00 AM",21.1094622,81.330143,225.79,24.19,271.37,1.2,4.966,1.529,1.542,22.5,0.27,5.57,18.12,0.172
DURG,Aamdi,"12/14/23, 12:00 AM",21.10097,81.3327639,802.81,18.81,568.84,0.9,10.48,1.642,0.746,10.0,1.05,7.19,11.9,0.33
DURG,Aamdi,"12/16/23, 12:00 AM",20.9527333,81.5219167,200.7,15.23,241.47,0.1,7.268,0.528,1.368,7.5,0.102,5.79,15.42,0.123
DURG,Aamdi,"12/19/23, 12:00 AM",20.9539783,81.5276467,175.61,14.33,404.432,0.4,6.058,1.26,2.234,27.5,0.67,6.0,11.78,0.123
DURG,Achanakpur,"12/13/23, 12:00 AM",21.105884,81.3830736,200.7,24.19,628.88,1.4,18.64,1.366,1.886,30.0,0.62,7.69,9.516,0.366
DURG,Aamdi,"12/15/23, 12:00 AM",21.08331071678549,81.46477421745658,188.16,18.81,242.14,0.5,6.842,0.926,0.68,20.0,0.62,6.45,13.12,0.137
DURG,Aamdi,"12/19/23, 12:00 AM",20.9480269,81.5361582,137.98,15.23,274.28,0.7,11.2,2.784,2.186,21.25,0.67,4.72,17.62,0.109
DURG,Achanakpur,"12/14/23, 12:00 AM",21.0941122,81.3841043,150.52,14.36,144.25,1.1,21.98,1.362,1.886,18.75,0.89,5.41,18.42,0.147
DURG,Aamdi,"12/23/23, 12:00 AM",21.049846666666667,81.57538833333334,200.7,15.98,112.67,0.6,10.1,1.412,0.682,11.25,0.58,7.71,9.762,0.212
DURG,Achholi,"12/14/23, 12:00 AM",21.1187474,81.3460582,213.24,13.44,121.07,1.2,6.118,1.282,0.798,38.75,0.43,5.01,16.7,0.124
DURG,Achanakpur,"12/15/23, 12:00 AM",21.1029611,81.3758096,150.52,14.33,59.8,0.6,8.98,0.694,0.604,21.25,0.66,6.67,14.28,0.12
DURG,Aamdi,"12/15/23, 12:00 AM",21.089499,81.3738987,263.42,22.4,332.19,0.8,14.766,0.914,1.154,26.25,1.16,6.91,10.08,0.11
DURG,Aamdi,"12/14/23, 12:00 AM",21.122623,81.3418322,125.44,19.71,512.06,1.5,8.966,0.752,1.152,30.0,1.2,5.43,6.03,0.249
DURG,Aamdi,"12/14/23, 12:00 AM",21.1186765,81.3462331,388.86,18.81,234.86,1.2,12.3,1.162,1.012,40.0,1.04,4.85,18.62,0.219
DURG,Aamdi,"12/14/23, 12:00 AM",21.1187037,81.3461821,426.49,10.75,128.35,0.5,8.689,1.224,1.384,8.75,0.51,4.89,26.82,0.111
DURG,Aamdi,"12/14/23, 12:00 AM",21.1187118,81.3461776,213.24,8.96,147.5,0.5,12.4,1.102,0.798,36.25,0.17,7.66,18.22,0.121
DURG,Saoni,"12/16/23, 12:00 AM",21.11370866,81.54034529,150.52,14.33,359.52,0.6,10.62,0.42,0.842,16.25,1.2,7.01,17.26,0.171
DURG,Achanakpur,"12/19/23, 12:00 AM",21.0894997,81.3738983,250.88,24.94,307.32,0.9,10.34,0.862,1.328,11.25,0.68,7.39,6.836,0.221
DURG,Aamdi,"12/15/23, 12:00 AM",21.1187466,81.346075,200.7,24.19,275.52,0.5,12.84,1.748,0.81,27.5,0.73,5.42,31.9,0.109
DURG,Achholi,"12/14/23, 12:00 AM",21.1008743,81.332628,815.36,21.5,208.32,1.0,6.982,0.62,1.416,28.75,0.79,6.17,16.42,0.228
DURG,Achanakpur,"12/15/23, 12:00 AM",21.1134554,81.357644,250.88,20.6,105.61,0.8,10.92,0.796,0.962,25.0,1.31,4.57,12.46,0.3
DURG,Aamdi,"12/23/23, 12:00 AM",21.039438333333337,81.57531999999999,225.79,12.59,536.92,0.6,25.42,1.136,1.032,30.0,0.46,7.63,26.62,0.279
DURG,Achanakpur,"12/15/23, 12:00 AM",21.105884,81.3830736,313.6,25.08,170.24,1.0,10.38,1.878,0.842,30.0,0.75,6.48,18.2,0.104
DURG,Saoni,"12/18/23, 12:00 AM",21.11999809741974,81.53761982917786,163.07,28.67,383.48,0.6,12.662,1.142,1.062,11.25,0.4,6.89,11.42,0.104
DURG,Kolihapuri,"12/14/23, 12:00 AM",21.145625934004784,81.26583754085004,225.79,42.11,428.84,0.8,5.104,2.38,0.684,5.0,0.86,6.6,13.74,0.321
DURG,Aamdi,"12/14/23, 12:00 AM",21.1326509,81.3284239,250.58,11.64,189.84,1.1,14.02,0.894,1.306,31.25,0.47,6.74,13.48,0.153
DURG,Aamdi,"12/14/23, 12:00 AM",21.1008537,81.3326098,715.0,16.12,233.29,1.3,8.024,1.042,1.178,25.0,0.44,7.04,10.42,0.129
DURG,Aamdi,"12/14/23, 12:00 AM",21.1187037,81.3461821,677.37,17.02,179.64,0.4,10.697,1.132,1.038,6.25,0.77,4.8,20.8,0.118
DURG,Agesara,"12/19/23, 12:00 AM",21.08130170032382,81.46016551181674,301.56,17.92,106.84,1.0,8.102,1.412,0.758,32.5,1.57,6.46,7.5,0.105
DURG,Aamdi,"12/14/23, 12:00 AM",21.1008537,81.3326098,351.23,17.02,206.86,0.7,6.742,1.012,1.064,17.5,0.94,6.54,8.948,0.166
DURG,Aamdi,"12/23/23, 12:00 AM",21.041601666666665,81.577555,200.7,29.56,559.66,0.8,14.36,1.186,1.658,36.25,1.0,7.67,9.75,0.284
DURG,Achanakpur,"12/19/23, 12:00 AM",21.089180899999995,81.37379729999999,125.44,33.15,285.93,0.7,8.368,1.326,0.732,5.0,0.26,7.23,11.63,0.1
DURG,Didga,"12/16/23, 12:00 AM",20.9541284,81.5188898,125.44,28.67,223.55,0.4,7.772,0.456,0.644,22.5,0.18,4.59,22.66,0.1
DURG,Achanakpur,"12/19/23, 12:00 AM",21.0894994,81.3738986,125.44,26.67,283.92,0.7,6.552,0.808,1.058,35.0,0.77,7.66,14.84,0.143
DURG,Amapendri,"12/16/23, 12:00 AM",21.117951261440258,81.5270784124732,200.7,23.29,242.03,0.5,16.58,1.008,2.982,7.5,1.23,4.76,19.18,0.107
DURG,Aamdi,"12/15/23, 12:00 AM",21.1187462,81.3460637,188.16,16.12,233.88,1.0,16.18,1.252,0.69,26.25,1.26,5.03,20.54,0.1
DURG,Achholi,"12/15/23, 12:00 AM",21.1094622,81.330143,175.61,34.04,291.64,1.6,6.69,0.843,0.994,10.0,0.95,4.93,18.72,0.129
DURG,Aamdi,"12/23/23, 12:00 AM",21.04760666666667,81.57376333333333,163.07,17.02,345.63,0.6,5.308,1.462,0.082,41.25,1.15,8.02,14.86,0.249
DURG,Aamdi,"12/16/23, 12:00 AM",20.9541041,81.5207765,200.7,26.88,284.48,1.8,5.058,2.686,1.93,15.0,0.67,5.34,18.35,0.113
DURG,Achanakpur,"12/15/23, 12:00 AM",21.089113966666662,81.37387475,288.51,23.29,399.95,0.4,14.38,1.024,0.754,8.75,0.91,7.7,5.742,0.105
DURG,Achholi,"12/23/23, 12:00 AM",21.04242166666667,81.57486166666666,163.07,17.92,545.1,0.5,8.98,0.936,1.47,18.75,0.9,7.7,12.5,0.223
DURG,Kolihapuri,"12/13/23, 12:00 AM",21.1404203530401,81.26642033457756,175.61,24.19,475.88,0.9,10.02,0.42,1.026,33.75,0.34,6.81,20.04,0.177
DURG,Aamdi,"12/14/23, 12:00 AM",21.0941122,81.3841043,175.61,23.29,122.86,0.7,6.586,0.996,1.948,21.25,1.37,4.15,4.822,0.399
DURG,Aamdi,"12/19/23, 12:00 AM",20.951899,81.5226322,200.7,26.88,243.47,0.7,9.628,1.02,1.93,32.5,1.25,4.67,10.64,0.106
DURG,Aamdi,"12/23/23, 12:00 AM",21.04033,81.57814,263.42,16.12,5.494,0.6,5.388,1.186,1.338,26.25,0.8,7.69,16.32,0.244
DURG,Agesara,"12/15/23, 12:00 AM",21.083742468617857,81.46611423231661,213.34,8.064,140.22,0.7,4.624,0.882,0.718,15.0,0.62,7.91,16.92,0.166
DURG,Aamdi,"12/16/23, 12:00 AM",21.00245189,81.47813509,188.16,33.15,278.32,0.4,10.84,0.972,0.662,8.75,0.53,4.66,10.08,0.101
DURG,Aamdi,"12/15/23, 12:00 AM",21.1034098,81.3273924,125.44,14.33,384.72,0.7,17.82,0.89,0.89,8.75,0.53,7.09,12.46,0.286
DURG,Amapendri,"12/16/23, 12:00 AM",21.11737046643826,81.52383964508772,125.44,27.77,305.64,0.4,4.058,0.882,1.436,13.75,0.79,7.65,7.49,0.132
DURG,Achholi,"12/14/23, 12:00 AM",21.1235022,81.330143,250.88,38.52,508.81,1.5,19.56,1.238,1.948,8.75,1.2,7.65,21.6,0.223
DURG,Aamdi,"12/16/23, 12:00 AM",21.00621549,81.47581344,188.16,23.29,231.84,0.8,7.67,1.294,0.774,8.75,1.23,5.45,34.74,0.102
DURG,Aamdi,"12/16/23, 12:00 AM",20.954393,81.5215703,150.52,16.12,257.82,0.9,12.76,0.407,1.72,7.5,0.87,4.65,19.3,0.105
DURG,Achholi,"12/14/23, 12:00 AM",21.1008204,81.3324985,213.24,17.92,117.82,0.6,9.042,0.902,1.046,18.75,1.26,6.85,12.44,0.151
DURG,Amapendri,"12/23/23, 12:00 AM",21.108872294425964,81.52232587337494,313.6,39.04,588.44,0.5,8.932,0.576,1.126,13.75,0.77,5.13,14.26,0.153
DURG,Achanakpur,"12/19/23, 12:00 AM",21.0891164,81.37382598333333,250.88,14.33,236.65,0.6,5.184,0.596,0.866,6.25,0.68,7.16,15.52,0.1
