district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
NABARANGPUR,Kusumabandha,"12/7/23, 12:00 AM",19.5034436,82.4727372,29.0,1.0,352.0,0.029,0.039,0.13,2.23,18.0,0.11,6.2,12.3,0.047
NABARANGPUR,Jabaguda,"11/23/23, 12:00 AM",19.2240703,82.5661358,23.0,8.0,159.0,0.21,21.1,0.096,0.68,19.0,0.08,5.63,18.96,0.238
NABARANGPUR,Majhiguda,"12/20/23, 12:00 AM",19.45868074893952,82.37518787384033,37.0,24.0,389.0,0.48,18.2,0.68,0.61,54.0,0.2,6.09,40.16,0.607
NABARANGPUR,Kusumabandha,"12/7/23, 12:00 AM",19.5155885,82.4449777,20.0,18.0,192.0,0.33,4.45,0.95,1.69,5.0,0.07,5.99,12.5,0.097
NABARANGPUR,Jabaguda,"11/23/23, 12:00 AM",19.2240703,82.5661358,23.0,27.0,187.0,0.25,21.41,0.56,1.92,17.0,0.08,5.87,19.48,0.213
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.30636666666667,83.63125833333334,114.24,13.9,304.5,0.57,33.763,1.1353,0.843,22.0,0.51,4.9,7.827,0.3
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.260085000000004,83.730045,224.0,40.0,120.0,0.18,0.1,0.23,0.13,21.0,0.45,4.5,0.12,0.1
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.259915,83.72878333333334,2.0,2.0,2.0,2.0,2.0,22.0,2.0,2.0,22.0,2.0,2.0,2.0
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.259661666666663,83.73012333333332,4.1,5.1,6.1,8.1,10.1,9.1,12.1,7.1,3.1,1.1,11.1,2.1
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.259495,83.730205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.26592833333333,83.731825,4.0,5.0,6.0,8.0,10.0,9.0,12.0,7.0,3.0,1.0,11.0,2.0
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.25918166666667,83.73025000000001,155.0,33.0,245.0,0.18,0.08,0.4,0.12,0.5,0.3,7.0,0.024,0.05
BARGARH,Kermeli,"12/15/23, 12:00 AM",21.263033333333336,83.73130166666667,250.0,25.0,254.0,0.5,8.0,0.24,0.26,14.0,0.45,5.6,4.0,0.1
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.30608,83.63089833333333,47.04,15.2,600.0,0.49,31.255,0.9184,1.046,29.0,0.21,7.8,8.043,0.6
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.325491666666668,83.62595666666667,143.36,16.5,217.7,1.31,19.22,1.9704,0.852,34.0,0.64,4.2,7.253,0.2
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.30618833333333,83.63107166666666,62.720000000000006,10.4,600.0,0.45,33.784,1.0247,1.088,37.0,0.28,7.9,8.285,0.4
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.32540833333333,83.62603499999999,152.32000000000002,15.2,290.0,0.37,30.295,1.0122,0.963,18.0,0.68,6.2,7.697,1.0
BARGARH,Chakuli,"11/2/23, 12:00 AM",21.259855,83.73021666666666,13.44,75.0,170.0,0.43,18.19,0.205,1.044,0.96,0.06,4.7,10.38,0.28
BARGARH,Janhapada,"10/21/23, 12:00 AM",21.259711666666664,83.73076,226.24,41.3,270.0,1.3,10.56,0.81,1.2,4.82,1.01,6.2,12.92,0.15
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.308566666666668,83.38734500000001,155.0,33.0,245.0,0.18,0.08,0.4,0.12,0.5,0.3,7.0,0.024,0.05
PURI,Maharipokhari,"10/22/23, 12:00 AM",19.818113333333333,85.85424166666665,0.0,24.0,110.0,0.2,0.0,0.35,0.0,12.5,0.49,5.2,0.0,0.09
PURI,Bajrakote,"10/18/23, 12:00 AM",19.6260596301638,85.25628072619298,0.0,3.0,154.0,0.3,0.0,0.47,0.0,19.0,0.77,5.3,0.0,0.18
