district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
JAISALMER,Parewar,"12/30/23, 12:00 AM",27.2271687,70.7865375,0.0,40.0,270.0,0.0,2.6,0.4,0.3,0.0,0.21,8.7,2.1,0.36
JAISALMER,Jeth Nagar,"12/27/23, 12:00 AM",26.4182366,71.9929243,0.0,45.0,230.0,0.0,4.1,0.45,0.2,0.0,0.4,8.9,1.8,0.36
JAISALMER,Pabnasar,"12/28/23, 12:00 AM",26.49220833333333,71.20773333333334,0.0,45.0,180.0,0.0,3.3,0.3,0.4,0.0,0.28,8.8,2.4,0.4
JAISALMER,Neran,"12/29/23, 12:00 AM",26.8918324,71.4835507,0.0,42.0,200.0,0.0,2.8,0.4,0.2,0.0,0.2,8.7,2.2,0.28
JAISALMER,Basanpeer (Nai),"12/21/23, 12:00 AM",26.88998,71.08397333333333,0.0,40.0,260.0,0.0,3.3,0.4,0.28,0.0,0.14,8.8,2.1,0.28
JAISALMER,Sorhakor,"12/27/23, 12:00 AM",26.9940249,71.3081004,0.0,48.0,260.0,0.0,2.9,0.36,0.28,0.0,0.18,8.7,2.1,0.36
JAISALMER,Bhainsara,"12/19/23, 12:00 AM",26.6126798,71.4902287,0.0,45.0,250.0,0.0,3.4,0.3,0.3,0.0,0.12,8.4,2.1,0.15
JAISALMER,Dhaysar,"12/27/23, 12:00 AM",26.88274344,71.35309352,0.0,48.0,260.0,0.0,2.5,0.36,0.28,0.0,0.21,8.9,2.1,0.45
JAISALMER,Lanela,"12/19/23, 12:00 AM",27.1029281,70.8073498,0.0,40.0,290.0,0.0,3.1,0.4,0.3,0.0,0.11,8.6,2.1,0.3
JAISALMER,Basanpeer (Nai),"12/21/23, 12:00 AM",26.891285,71.08421,0.0,45.0,270.0,0.0,3.1,0.45,0.24,0.0,0.2,8.7,2.4,0.3
JAISALMER,Biliya,"12/26/23, 12:00 AM",26.9049348,71.8550948,0.0,36.0,210.0,0.0,3.1,0.4,0.24,0.0,0.1,8.8,2.8,0.5
JAISALMER,Kelawa,"12/26/23, 12:00 AM",26.910064697265625,71.80301666259766,0.0,45.0,270.0,0.0,3.3,0.4,0.28,0.0,0.2,8.7,2.1,0.3
JAISALMER,Basanpeer (Nai),"12/21/23, 12:00 AM",26.89213833333333,71.08568,0.0,40.0,200.0,0.0,3.4,0.4,0.3,0.0,0.16,8.9,3.1,0.4
JAISALMER,Sankra,"12/27/23, 12:00 AM",26.7387614,71.593722,0.0,40.0,180.0,0.0,3.7,0.3,0.28,0.0,0.28,8.6,3.9,0.4
JAISALMER,Prahaladnagar,"12/21/23, 12:00 AM",26.4912012,72.0074857,0.0,45.0,200.0,0.0,2.8,0.24,0.3,0.0,0.11,9.4,1.9,0.4
JAISALMER,Eka,"12/18/23, 12:00 AM",26.999155000000005,71.91503333333334,150.0,36.0,190.0,0.0,3.5,0.36,0.34,0.0,0.17,8.5,2.6,0.3
JAISALMER,Shyampura,"12/28/23, 12:00 AM",26.4010362,71.9225641,0.0,35.0,260.0,0.0,2.6,0.45,0.3,0.0,0.21,8.7,1.8,0.36
JAISALMER,Veeramdeora,"12/23/23, 12:00 AM",26.9995517,71.9146467,0.0,45.0,210.0,0.0,3.4,0.3,0.4,0.0,0.12,8.4,2.1,0.15
JAISALMER,Nathoosar @ Barli Charnan,"12/22/23, 12:00 AM",26.9007577,71.909567,0.0,50.0,258.0,0.0,3.5,0.3,0.38,0.0,0.25,8.2,2.3,0.32
JAISALMER,Indranagar,"12/25/23, 12:00 AM",26.66485307,71.99163694,0.0,40.0,260.0,0.0,2.6,0.48,0.36,0.0,0.16,8.5,1.8,0.28
JAISALMER,Devikot,"12/20/23, 12:00 AM",26.7222666,71.1832836,0.0,40.0,180.0,0.0,2.9,0.4,0.4,0.0,0.1,8.9,2.4,0.38
JAISALMER,Khabha,"12/22/23, 12:00 AM",26.9220933,70.9174614,0.0,36.0,180.0,0.0,3.2,0.48,0.14,0.0,0.15,8.8,3.3,0.45
JAISALMER,Basanpeer (Nai),"12/21/23, 12:00 AM",26.89061333333333,71.08599333333333,0.0,30.0,240.0,0.0,2.4,0.36,0.3,0.0,0.2,8.6,3.2,0.28
