district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
WEST TRIPURA,Champaknagar,"12/29/23, 12:00 AM",23.80297333333333,91.48089166666664,135.4,25.0,132.65,0.71,18.36,0.66,0.61,8.0,0.06,4.56,7.3,0.061
WEST TRIPURA,Belbari,"11/1/23, 12:00 AM",23.7665218,91.4732307,246.6,15.2,114.11,0.53,15.61,0.67,0.58,8.0,0.51,4.18,5.53,0.067
WEST TRIPURA,Mohanpur,"12/28/23, 12:00 AM",23.94448333333333,91.36539333333332,262.0,19.2,185.6,0.81,17.45,0.86,0.86,10.0,0.46,4.05,5.21,0.06
WEST TRIPURA,Champabari,"10/27/23, 12:00 AM",23.8139975,91.5231319,62.0,10.41,118.65,0.55,18.54,0.64,0.62,8.0,0.08,4.07,4.85,0.073
WEST TRIPURA,Purba Noagaon,"11/19/23, 12:00 AM",23.942726666666665,91.41687333333331,330.0,13.5,134.6,0.5,14.34,0.68,0.44,13.0,0.5453,5.9,3.41,0.051
WEST TRIPURA,Mohanpur,"12/28/23, 12:00 AM",23.945553333333336,91.37035,560.0,45.7,159.3,0.84,13.21,0.75,0.53,17.0,1.57,4.04,4.51,0.08
WEST TRIPURA,Radhapur,"10/24/23, 12:00 AM",23.78781023,91.44739828,72.0,29.5,211.3,0.82,19.3,0.61,0.84,9.0,0.13,4.29,5.3,0.032
WEST TRIPURA,Purba Noagaon,"12/29/23, 12:00 AM",23.942661666666663,91.41689999999998,235.4,12.68,162.8,0.7,14.34,0.83,0.53,13.0,0.47,5.08,8.3,0.055
WEST TRIPURA,Belbari,"11/1/23, 12:00 AM",23.7579764,91.4726262,232.6,68.7,135.24,0.64,15.51,0.58,0.56,12.0,0.45,4.06,6.45,0.042
WEST TRIPURA,Champaknagar,"12/29/23, 12:00 AM",23.80324166666667,91.48056666666668,163.2,5.8,145.36,0.56,17.61,0.7,0.93,10.0,0.17,5.15,5.3,0.039
WEST TRIPURA,Champaknagar,"12/29/23, 12:00 AM",23.80475666666667,91.47357166666669,124.0,18.47,115.62,0.67,13.26,0.75,0.55,10.0,0.22,4.85,5.16,0.045
WEST TRIPURA,Mohanpur,"12/28/23, 12:00 AM",23.94682,91.36789666666668,522.0,10.2,178.3,0.61,18.52,0.69,0.85,13.0,0.71,4.18,3.51,0.85
WEST TRIPURA,Belbari,"11/1/23, 12:00 AM",23.7634121,91.4874391,367.0,33.06,136.21,0.61,14.3,0.74,0.61,8.0,0.58,5.23,4.56,0.071
WEST TRIPURA,Purba Noagaon,"11/19/23, 12:00 AM",23.94493166666667,91.42155333333334,560.0,4.9,105.4,0.53,12.45,0.76,0.45,17.0,0.7746,5.8,7.21,0.047
WEST TRIPURA,Belbari,"10/27/23, 12:00 AM",23.7304833,91.4705105,67.0,14.7,120.65,0.62,14.36,0.71,0.72,11.0,0.12,5.62,3.45,0.032
WEST TRIPURA,Belbari,"11/1/23, 12:00 AM",23.78506,91.4659933,56.0,10.72,105.3,0.75,16.41,0.53,0.75,11.0,0.1,4.46,5.8,0.037
WEST TRIPURA,Belbari,"11/1/23, 12:00 AM",23.7814101,91.4714172,17.0,8.04,110.31,0.65,13.41,0.52,0.55,10.0,0.03,6.92,5.3,0.053
WEST TRIPURA,Belbari,"10/27/23, 12:00 AM",23.7334492,91.4714172,82.0,18.47,121.45,0.72,14.34,0.66,0.85,10.0,0.15,6.43,5.21,0.038
WEST TRIPURA,Belbari,"11/1/23, 12:00 AM",23.7517923,91.4701687,226.0,29.36,121.35,0.58,14.21,0.68,0.72,10.0,0.41,4.27,4.81,0.23
WEST TRIPURA,Janmejoynagar,"12/29/23, 12:00 AM",23.7558143,91.4653728,178.0,22.34,124.3,0.72,15.64,0.52,0.73,12.0,0.32,4.02,3.85,0.11
WEST TRIPURA,Janmejoynagar,"11/22/23, 12:00 AM",23.7823583,91.4496613,135.2,20.55,124.3,0.58,13.28,0.53,0.64,10.0,0.26,4.14,3.65,0.48
WEST TRIPURA,Radhapur,"10/24/23, 12:00 AM",23.78810252,91.44711106,430.0,34.9,108.46,0.76,14.65,0.71,0.7,11.0,0.63,5.21,7.51,0.047
WEST TRIPURA,Majlishpur,"11/21/23, 12:00 AM",23.8199759,91.4016564,173.0,31.6,111.5,0.64,12.81,0.75,0.79,13.0,0.31,4.74,5.65,0.1
WEST TRIPURA,Majlishpur,"11/21/23, 12:00 AM",23.8196307,91.4012797,188.0,30.8,126.3,0.84,14.21,0.69,0.71,10.0,0.34,4.35,4.6,0.04
WEST TRIPURA,Majlishpur,"11/21/23, 12:00 AM",23.8199814,91.4010529,158.0,35.2,138.6,0.64,14.34,0.84,0.85,19.0,0.28,4.15,6.31,0.05
WEST TRIPURA,Champaknagar,"12/22/23, 12:00 AM",23.79794844,91.48753274,82.0,48.4,121.34,0.84,17.21,0.67,0.84,10.0,0.15,6.43,5.36,0.11
WEST TRIPURA,Champaknagar,"12/29/23, 12:00 AM",23.80278333333333,91.47758833333334,34.0,19.31,120.65,0.67,15.34,0.53,0.75,12.0,0.15,4.02,6.21,0.093
WEST TRIPURA,Champaknagar,"11/22/23, 12:00 AM",23.808408333333333,91.47032833333331,36.0,27.3,124.31,0.61,15.12,0.65,0.53,8.0,0.04,4.14,5.21,0.031
WEST TRIPURA,Champaknagar,"12/29/23, 12:00 AM",23.80455833333333,91.46762166666667,107.0,85.7,120.64,0.76,16.71,0.74,0.63,10.0,0.19,4.03,4.23,0.054
WEST TRIPURA,Purba Noagaon,"11/20/23, 12:00 AM",23.94266333333333,91.41688833333336,260.4,11.61,161.8,0.63,15.65,0.71,0.65,10.0,0.57,4.75,5.31,0.052
WEST TRIPURA,Purba Noagaon,"11/19/23, 12:00 AM",23.942696666666667,91.41686833333333,522.0,22.0,257.28,0.61,14.21,0.77,0.56,20.0,0.7169,4.4,4.21,0.01
WEST TRIPURA,Baikunthapur,"11/18/23, 12:00 AM",23.984125,91.44457666666668,181.0,16.08,172.62,0.6,13.26,0.52,0.46,13.0,0.3248,4.65,6.34,0.051
WEST TRIPURA,Purba Simna,"11/22/23, 12:00 AM",23.949885,91.42631,233.0,5.2,138.42,0.64,15.34,0.84,0.61,12.0,0.42,4.41,5.21,0.057
WEST TRIPURA,Agartala Sheet No-1,"8/30/23, 12:00 AM",23.88136949,91.25509936,336.0,75.4,211.3,0.54,17.5,1.14,0.68,6.0,0.55,6.03,5.41,0.17
WEST TRIPURA,Belbari,"11/2/23, 12:00 AM",23.7319706,91.4705105,119.0,22.18,122.65,0.48,17.31,0.0,0.58,12.0,0.21,6.57,4.85,0.094
WEST TRIPURA,Belbari,"11/2/23, 12:00 AM",23.7516863,91.4706905,496.0,44.68,136.45,0.61,14.52,0.53,0.61,10.0,0.69,4.17,5.21,0.084
WEST TRIPURA,Radhapur,"10/24/23, 12:00 AM",23.78790161,91.44841585,142.0,10.8,131.46,0.94,13.52,0.64,0.65,8.0,0.25,4.11,3.72,0.036
WEST TRIPURA,Majlishpur,"11/21/23, 12:00 AM",23.8184643,91.4043722,229.0,28.7,149.5,0.73,12.65,0.74,0.71,12.0,0.41,5.31,7.85,0.06
