district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5422475,84.6531426,410.0,187.2,82.1,4.147,18.21,15.2,27.11,75.01,0.112,5.02,64.09,0.185
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5456149,84.6529266,561.0,141.1,139.2,3.101,17.02,15.21,155.8,25.04,0.414,7.02,26.02,0.421
LOHARDAGA,Datma,"4/8/23, 12:00 AM",23.4960295,84.641536,60.0,23.4,0.0,2.948,32.09,13.2,4.45,11.9,0.1071,5.25,13.31,0.437
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5446683,84.651915,516.0,28.2,77.8,4.32,221.02,37.5,120.18,140.37,0.7091,5.51,32.78,0.324
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5428412,84.6536876,270.0,199.2,515.3,18.137,28.01,46.02,20.18,38.49,0.2016,5.52,40.12,0.583
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.4524084,84.6909251,48.0,168.1,140.1,16.121,120.1,21.21,101.2,112.4,0.6747,5.65,35.1,0.612
LOHARDAGA,Kasiyadih,"4/24/23, 12:00 AM",23.543655,84.65415,145.0,6.7,96.6,3.396,-0.01,6.02,1.73,11.01,0.26,6.85,24.67,0.232
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5443433,84.6527217,236.0,63.1,917.1,0.168,5.201,23.02,7.06,34.87,0.4132,5.58,20.32,0.518
LOHARDAGA,Datma,"4/29/23, 12:00 AM",23.5019011,84.6250221,58.0,0.0,5.7,1.11,26.36,19.9,1.02,11.91,0.1053,5.3,10.72,0.44
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5437267,84.6526133,270.0,191.2,121.2,1.367,55.12,30.2,6.78,50.12,0.1719,5.71,64.93,0.297
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5003205,84.6045724,47.0,157.2,110.2,21.141,117.2,15.1,170.1,25.03,0.5968,4.87,32.1,0.51
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5437582,84.6526017,250.0,190.2,118.2,1.447,26.23,25.1,1.86,67.21,0.11,6.16,65.53,0.204
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5451133,84.651875,102.0,140.1,139.1,18.421,21.04,34.12,121.01,30.18,0.121,5.41,25.15,0.611
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5450759,84.6522423,455.0,172.1,539.2,4.214,9.21,34.12,21.11,41.9,0.3018,4.5,30.11,0.488
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.509738,84.6627876,125.0,117.1,87.2,1.448,9.41,47.2,35.4,57.19,0.412,6.0,51.08,0.105
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.5456009,84.6595187,48.0,168.1,140.1,16.121,120.1,21.21,101.2,112.4,0.6747,5.65,35.1,0.612
LOHARDAGA,Kasiyadih,"4/24/23, 12:00 AM",23.5452424,84.6490567,5.0,146.8,37.3,3.028,10.64,5.02,2.35,12.64,0.0102,7.07,56.31,0.406
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.54535,84.6526483,135.0,576.1,665.1,20.132,13.12,15.16,38.01,37.48,0.084,5.52,13.12,0.451
LOHARDAGA,Kasiyadih,"4/24/23, 12:00 AM",23.5108972,84.6533071,0.0,106.2,145.4,3.887,16.08,4.08,8.59,12.97,0.003,6.13,70.57,0.431
LOHARDAGA,Kasiyadih,"7/18/23, 12:00 AM",23.542675,84.65326,516.0,28.2,77.8,4.32,221.02,37.5,120.18,140.37,0.7091,5.51,32.78,0.324
LOHARDAGA,Datma,"4/8/23, 12:00 AM",23.4960295,84.641536,30.0,0.0,124.2,0.71,53.52,6.0,5.5,27.96,0.0547,5.01,9.84,0.413
LOHARDAGA,Datma,"4/8/23, 12:00 AM",23.4960295,84.641536,60.0,0.0,0.0,0.352,0.78,808.0,1.17,11.91,0.1074,5.55,11.99,0.45
LOHARDAGA,Datma,"4/29/23, 12:00 AM",23.50187833333333,84.625635,106.0,73.5,35.8,1.555,33.85,10.5,12.46,9.59,0.1904,5.63,37.39,0.439
LOHARDAGA,Datma,"4/29/23, 12:00 AM",23.50183333333333,84.62618833333333,57.0,66.5,153.3,2.094,53.44,3.5,5.03,4.0,0.1024,6.77,15.77,0.414
LOHARDAGA,Kasiyadih,"4/24/23, 12:00 AM",23.54296,84.651325,113.0,22.9,235.5,2.741,31.18,3.0,1.83,9.6,0.2028,6.83,15.02,0.274
LOHARDAGA,Kasiyadih,"4/24/23, 12:00 AM",23.5429317,84.65137,85.0,32.6,102.9,3.379,-0.01,2.07,1.3,8.76,0.1526,6.84,24.05,0.459
