district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
YAMUNANAGAR,Bapa (55),"12/21/23, 12:00 AM",30.0490316,77.093029,0.0,23.69,132.66,0.0,17.58,1.29,1.19,14.34,0.39,8.6,2.03,0.65
YAMUNANAGAR,Bapa (55),"12/21/23, 12:00 AM",30.0459199,77.0925473,0.0,23.45,143.89,0.0,15.87,1.37,1.15,15.96,0.27,8.4,2.04,0.66
YAMUNANAGAR,Bapa (55),"12/20/23, 12:00 AM",30.0461789,77.0923413,0.0,27.52,144.85,0.0,19.83,1.34,1.25,16.94,0.34,8.0,1.2,0.55
YAMUNANAGAR,Bapa (55),"12/20/23, 12:00 AM",30.0461789,77.0923413,0.0,31.78,154.85,0.0,24.64,1.49,1.44,18.17,0.37,7.6,1.38,0.52
YAMUNANAGAR,Bapa (55),"12/20/23, 12:00 AM",30.0471644,77.1099011,0.0,28.78,149.24,0.0,20.42,1.4,1.29,16.34,0.27,8.2,1.21,0.4
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2911194,77.46829,0.0,8.34,118.76,0.0,17.86,1.52,0.95,13.36,0.31,6.9,0.88,0.42
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2737141,77.4957205,0.0,10.38,137.91,0.0,27.68,1.62,1.22,13.35,0.37,8.1,1.23,0.21
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2750389,77.494143,0.0,10.57,126.03,0.0,25.54,1.55,1.13,13.13,0.45,8.3,1.15,0.17
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2875624,77.4660299,0.0,15.05,162.68,0.0,31.15,1.43,1.4,16.4,0.22,7.4,1.23,0.19
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2815352,77.4900934,0.0,10.72,180.06,0.0,31.81,1.13,1.65,16.34,0.42,7.9,1.26,0.3
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2736853,77.4957086,0.0,9.49,153.69,0.0,28.27,0.93,1.3,14.02,0.37,7.4,1.07,0.28
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2750389,77.494143,0.0,12.56,172.44,0.0,38.18,1.17,1.76,15.23,0.28,7.4,1.22,0.49
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2750383,77.494136,0.0,7.06,91.55,0.0,13.5,1.45,0.7,11.24,0.37,7.3,0.7,0.26
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2750361,77.4941398,0.0,9.65,125.1,0.0,22.12,1.45,1.11,14.33,0.36,7.0,1.07,0.36
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2750374,77.4941365,0.0,10.62,150.42,0.0,25.23,1.45,1.31,15.48,0.27,7.9,1.15,0.42
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2852262,77.4759058,0.0,17.15,196.54,0.0,37.66,1.23,1.97,20.55,0.22,7.9,1.3,0.19
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2719506,77.4936779,0.0,14.04,186.0,0.0,40.6,1.16,1.91,17.09,0.3,7.2,1.34,0.34
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2737141,77.4957205,0.0,11.27,180.18,0.0,34.11,1.39,1.84,17.11,0.46,8.0,1.35,0.26
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2857742,77.4972623,0.0,12.9,208.28,0.0,37.78,1.28,2.12,18.92,0.22,8.0,1.44,0.4
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2750389,77.494143,0.0,10.43,128.66,0.0,24.47,1.46,1.18,12.9,0.46,8.1,1.04,0.41
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2923522,77.4762358,0.0,13.51,147.16,0.0,27.97,0.97,1.24,14.27,0.27,7.4,0.97,0.19
YAMUNANAGAR,Kishanpura (167),"12/28/23, 12:00 AM",30.2845742,77.4746432,0.0,17.78,212.44,0.0,39.99,1.22,2.15,21.92,0.45,7.7,1.44,0.17
