district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
NAMCHI,Boomtar,"11/16/23, 12:00 AM",27.1706156,88.3776866,313.6,23.01,215.15,0.42,17.39,5.04,0.4,17.33,1.3,5.0,0.49,0.068
NAMCHI,Tingrithang,"11/28/23, 12:00 AM",27.21145385,88.37821901,323.0,14.89,207.8,0.62,13.6,0.44,0.29,53.97,0.5,5.4,0.32,0.104
NAMCHI,Salleybong,"12/28/23, 12:00 AM",27.15817713,88.38598767,213.2,35.09,352.8,0.3,16.13,1.55,2.09,22.83,2.1,5.6,3.39,0.052
NAMCHI,Tingrithang,"12/17/23, 12:00 AM",27.19277833333333,88.380175,219.5,2.38,246.17,0.24,2.14,5.79,0.52,52.94,1.4,5.0,0.75,0.123
NAMCHI,Tingrithang,"12/17/23, 12:00 AM",27.194534999999995,88.38183,178.9,12.18,287.5,0.17,13.79,2.88,2.0,34.31,1.2,6.5,0.67,0.318
NAMCHI,Tingrithang,"12/18/23, 12:00 AM",27.199583333333333,88.37511500000001,257.1,4.43,313.64,0.29,19.34,3.17,1.12,40.56,0.6,6.1,0.81,0.195
NAMCHI,Boomtar,"11/17/23, 12:00 AM",27.154945,88.36813833333332,275.9,6.77,297.92,0.33,2.03,1.89,0.18,80.14,0.6,5.8,1.29,0.034
NAMCHI,Boomtar,"11/14/23, 12:00 AM",27.1635977,88.3732513,213.2,14.56,352.57,0.18,0.18,7.25,0.45,23.27,1.4,5.6,0.82,0.2
NAMCHI,Tingrithang,"12/18/23, 12:00 AM",27.19822166666667,88.37640833333334,291.6,21.42,129.5,0.28,20.9,6.92,0.57,51.81,0.4,5.8,3.28,0.22
NAMCHI,Salleybong,"12/22/23, 12:00 AM",27.15864659,88.38140921,275.9,42.53,345.85,0.38,21.14,2.63,2.27,44.88,2.4,6.2,0.5,0.094
NAMCHI,Tingrithang,"11/27/23, 12:00 AM",27.20748104,88.37325627,247.7,6.25,340.81,0.3,25.3,0.02,0.2,47.38,0.96,5.2,0.36,0.071
NAMCHI,Salleybong,"12/24/23, 12:00 AM",27.1549416,88.38272539,257.1,32.0,344.62,0.8,4.65,2.49,1.24,34.08,1.5,4.9,0.49,0.058
NAMCHI,Boomtar,"11/19/23, 12:00 AM",27.156855000000004,88.36822333333333,213.7,12.09,294.8,0.29,1.64,3.216,0.17,72.48,1.2,5.7,3.5,0.117
NAMCHI,Tingrithang,"12/18/23, 12:00 AM",27.19868166666667,88.37698833333334,219.5,7.42,232.06,0.25,3.16,6.39,0.84,24.42,1.14,6.2,0.22,0.46
