district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
GANGTOK,Rey,"10/16/23, 12:00 AM",27.32407,88.56228666666667,451.0,24.64,218.4,11.2,3.23,3.8,3.15,2.8,0.65,5.6,9.79,0.4
GANGTOK,Rey,"10/16/23, 12:00 AM",27.32437,88.56134500000002,383.0,19.12,204.96,8.5,2.74,4.2,4.23,2.25,0.59,5.6,13.93,0.1
GANGTOK,Rey,"10/16/23, 12:00 AM",27.324528333333333,88.56159666666666,560.0,19.71,133.28,6.9,3.47,3.1,8.15,1.19,0.87,4.7,12.09,0.3
GANGTOK,Rey,"10/16/23, 12:00 AM",27.324338333333337,88.56085499999999,388.0,13.68,226.24,7.8,0.07,2.5,10.19,3.18,0.59,5.8,9.96,0.7
GANGTOK,Rey,"10/16/23, 12:00 AM",27.323453333333337,88.56181,560.0,29.12,189.28,9.1,4.2,1.9,5.18,4.15,0.93,5.3,18.81,0.2
GANGTOK,Rey,"10/16/23, 12:00 AM",27.32415333333333,88.56223166666665,560.0,30.91,194.88,12.1,3.3,12.8,6.78,4.5,0.9,4.9,23.24,0.5
NAMCHI,Tingrithang,"11/28/23, 12:00 AM",27.21145385,88.37821901,323.0,14.89,207.8,0.62,13.6,0.44,0.29,53.97,0.5,5.4,0.32,0.104
NAMCHI,Tingrithang,"12/18/23, 12:00 AM",27.199583333333333,88.37511500000001,257.1,4.43,313.64,0.29,19.34,3.17,1.12,40.56,0.6,6.1,0.81,0.195
NAMCHI,Boomtar,"11/17/23, 12:00 AM",27.154945,88.36813833333332,275.9,6.77,297.92,0.33,2.03,1.89,0.18,80.14,0.6,5.8,1.29,0.034
NAMCHI,Tingrithang,"12/18/23, 12:00 AM",27.19822166666667,88.37640833333334,291.6,21.42,129.5,0.28,20.9,6.92,0.57,51.81,0.4,5.8,3.28,0.22
NAMCHI,Tingrithang,"11/27/23, 12:00 AM",27.20748104,88.37325627,247.7,6.25,340.81,0.3,25.3,0.02,0.2,47.38,0.96,5.2,0.36,0.071
NAMCHI,Tingrithang,"11/27/23, 12:00 AM",27.20321689,88.36142758,301.0,6.77,309.79,0.67,7.18,0.99,0.92,49.08,0.3,5.6,0.328,0.143
NAMCHI,Boomtar,"11/16/23, 12:00 AM",27.1646687,88.3705212,244.6,10.37,468.16,0.44,3.93,2.94,0.71,13.58,0.6,5.6,0.93,0.041
