district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
ANUGUL,Kumanda,"8/7/23, 12:00 AM",20.86539981,85.0865559,264.0,3.73,200.0,0.17,30.19,0.76,0.71,11.63,0.91,5.75,7.44,0.32
ANUGUL,Kumanda,"8/7/23, 12:00 AM",20.8616719,85.0863247,160.0,47.65,241.0,0.33,4.59,0.63,0.82,9.35,0.55,7.95,12.59,0.31
BALESHWAR,Bangarkhandigadia,"10/14/23, 12:00 AM",21.11477279663086,86.36032104492188,0.0,28.28,120.0,0.48,1.88,0.65,0.16,7.36,0.52,4.8,1.4,0.22
BALESHWAR,Mulising,"10/5/23, 12:00 AM",21.33082759,86.65199596,0.0,29.1,260.0,0.46,5.44,0.82,0.18,8.94,0.32,5.3,4.22,0.21
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.30636666666667,83.63125833333334,114.24,13.9,304.5,0.57,33.763,1.1353,0.843,22.0,0.51,4.9,7.827,0.3
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.260085000000004,83.730045,224.0,40.0,120.0,0.18,0.1,0.23,0.13,21.0,0.45,4.5,0.12,0.1
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.259495,83.730205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.25918166666667,83.73025000000001,155.0,33.0,245.0,0.18,0.08,0.4,0.12,0.5,0.3,7.0,0.024,0.05
BARGARH,Kermeli,"12/15/23, 12:00 AM",21.263033333333336,83.73130166666667,250.0,25.0,254.0,0.5,8.0,0.24,0.26,14.0,0.45,5.6,4.0,0.1
BARGARH,Rungunia,"9/26/23, 12:00 AM",21.32540833333333,83.62603499999999,152.32000000000002,15.2,290.0,0.37,30.295,1.0122,0.963,18.0,0.68,6.2,7.697,1.0
BARGARH,Chakuli,"11/2/23, 12:00 AM",21.259855,83.73021666666666,13.44,75.0,170.0,0.43,18.19,0.205,1.044,0.96,0.06,4.7,10.38,0.28
BARGARH,Kermeli,"11/6/23, 12:00 AM",21.308566666666668,83.38734500000001,155.0,33.0,245.0,0.18,0.08,0.4,0.12,0.5,0.3,7.0,0.024,0.05
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,37.856,10.2,278.0,0.18,13.98,0.28,0.28,4.7,0.13,6.59,40.24,0.1292
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9140349,85.3123542,18.928,14.7,295.0,0.2,9.86,0.26,0.56,5.09,0.065,6.46,41.04,0.1086
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,27.664,13.5,238.0,0.23,14.38,0.42,0.64,5.04,0.095,6.63,19.58,0.1256
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,34.944,16.8,304.0,0.18,14.96,0.24,0.5,4.93,0.12,6.79,30.4,0.131
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,58.24,21.000000000000004,314.0,0.24,15.68,0.3,0.62,5.01,0.2,7.04,17.66,0.1419
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,24.752,3.0,283.0,0.2,10.52,0.18,0.46,4.98,0.085,6.94,19.5,0.1702
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,32.032,16.8,260.0,0.2,9.82,0.24,0.46,4.18,0.11,6.94,37.2,0.1295
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,29.12,6.0,278.0,0.19,9.52,0.46,0.38,4.93,0.1,6.63,39.86,0.1513
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,33.488,3.3,259.0,0.18,9.8,0.22,0.34,4.93,0.115,6.86,20.66,0.143
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,26.208,25.8,278.0,0.22,15.92,0.18,0.56,5.98,0.09,6.92,30.4,0.1295
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,43.68,12.0,243.0,0.18,9.72,0.24,0.24,5.98,0.15,6.76,41.08,0.1395
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,29.12,11.7,318.0,0.22,15.04,0.5,0.22,5.18,0.1,6.77,35.98,0.1117
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,34.944,8.700000000000001,245.0,0.19,9.66,0.14,0.5,4.7,0.12,6.77,41.98,0.135
DHENKANAL,Kalada,"12/15/23, 12:00 AM",20.9334593,85.3053816,52.416,4.2,305.0,0.23,14.66,0.19,0.54,5.18,0.18,6.81,40.22,0.1305
