district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
GANGTOK,Chuba,"3/14/24, 12:00 AM",27.2604136,88.5587962,560.0,33.6,236.32,0.318,18.19,16.5,50.33,0.09,0.85,5.7,4.22,0.7
GANGTOK,Byeng Sang,"4/4/24, 12:00 AM",27.2662703,88.4868529,378.0,35.84,165.76,0.03,25.53,5.3,53.05,32.51,0.68,6.0,12.44,0.2
GANGTOK,Tintek,"4/13/24, 12:00 AM",27.3717306,88.4929032,213.0,31.36,178.08,0.057,18.01,11.08,85.22,26.08,0.39,4.9,6.31,0.1
GANGTOK,Naitam,"4/29/24, 12:00 AM",27.2960822,88.6363466,426.0,34.04,229.6,1.162,20.15,9.9,76.36,22.2,0.63,4.8,24.43,0.2
GANGTOK,Sajong Rumtek,"2/8/24, 12:00 AM",27.30020238333333,88.57260016666666,426.0,33.6,273.28,0.001,41.69,16.05,7.56,73.54,0.63,4.7,14.69,0.3
GANGTOK,Budang Thangsing,"4/6/24, 12:00 AM",27.27596,88.46700166666666,474.0,29.12,239.68,0.061,21.57,6.2,60.22,17.2,0.68,5.7,16.68,0.1
GANGTOK,Byeng Sang,"4/4/24, 12:00 AM",27.257348,88.497806,329.0,33.6,293.44,0.034,40.72,4.5,80.2,16.9,0.24,4.9,14.48,0.2
GANGTOK,Ranka,"4/27/24, 12:00 AM",27.340077180415392,88.5873056575656,368.0,31.36,247.52,1.316,79.3,13.3,48.49,26.8,0.57,6.0,7.66,0.1
GANGTOK,Navey,"3/30/24, 12:00 AM",27.3776416,88.6028694,312.0,29.12,133.28,1.465,65.77,2.7,32.48,28.13,0.52,4.6,3.43,0.1
GANGTOK,Dung Dung,"4/9/24, 12:00 AM",27.263631666666665,88.45052333333334,338.0,30.9,133.28,3.4,30.2,8.4,60.08,25.25,0.54,4.4,13.81,0.3
GANGTOK,Syari,"3/22/24, 12:00 AM",27.3089694,88.602266,249.0,19.12,216.16,0.001,10.23,40.29,42.19,31.53,0.44,6.0,1.5,0.1
GANGTOK,Namli,"3/14/24, 12:00 AM",27.2532336,88.5043965,357.0,22.4,165.76,2.264,42.74,3.1,80.21,22.25,0.56,4.7,1.03,0.5
GANGTOK,Rongay,"2/21/24, 12:00 AM",27.34776045,88.65004273,305.0,33.6,207.2,3.251,24.46,19.14,50.29,3.35,0.52,5.5,17.66,0.5
GANGTOK,Chadey,"4/16/24, 12:00 AM",27.3231163,88.4792888,560.0,22.4,208.32,0.028,61.13,18.5,84.47,0.06,0.8,6.1,0.02,0.2
GANGTOK,Sangtong,"4/2/24, 12:00 AM",27.3296656,88.583877,293.0,31.36,229.6,1.43,25.12,11.6,42.26,41.83,0.53,6.0,12.87,0.1
GANGTOK,Lingzey (Simik),"4/16/24, 12:00 AM",27.31191,88.46217833333334,460.0,19.33,149.27,0.048,28.0,7.4,42.13,8.56,0.74,4.9,5.76,0.5
GANGTOK,Naitam,"4/26/24, 12:00 AM",27.2957091,88.6357437,236.0,33.6,165.76,1.308,37.8,24.3,52.21,22.76,0.43,5.3,7.14,0.1
GANGTOK,Martam,"5/3/24, 12:00 AM",27.265246666666663,88.56396666666666,359.0,34.04,276.64,1.413,22.57,3.5,53.33,37.66,0.57,4.7,5.29,0.2
GANGTOK,Chisopani,"4/1/24, 12:00 AM",27.2506379,88.5370446,262.0,19.12,276.64,1.237,30.1,16.3,22.65,34.18,0.46,4.7,0.09,0.5
GANGTOK,Tumin,"4/8/24, 12:00 AM",27.350023,88.4886681,260.0,30.9,188.16,0.061,38.97,17.3,47.75,17.32,0.43,6.0,6.61,0.2
GANGTOK,Tumlabung,"4/4/24, 12:00 AM",27.2753555,88.5832534,261.0,19.71,273.28,0.012,48.5,4.7,20.07,0.03,0.46,4.9,24.2,0.2
GANGTOK,Namin,"4/21/24, 12:00 AM",27.289676666666665,88.58089,256.0,34.04,297.92,0.081,36.44,1.5,119.52,53.11,0.45,6.0,4.75,0.1
