district,village,date,lat,long,N,P,K,B,Fe,Zn,Cu,S,OC,pH,Mn,EC
EAST GARO HILLS,Ronggisim Songma,"3/10/24, 12:00 AM",25.51372728,90.69769427,351.2,20.16,160.1,0.416,7.5,0.724,0.83,8.21,0.9,5.7,3.25,0.088
EAST GARO HILLS,Cheran Bonegre,"3/11/24, 12:00 AM",25.6647329,90.6036913,326.14,12.54,140.0,0.213,5.71,1.118,0.53,5.82,0.9,5.0,3.008,0.033
EAST GARO HILLS,Rongjeng Songma,"3/9/24, 12:00 AM",25.65857833333333,90.80757,476.67,9.85,134.4,0.248,7.92,0.66,0.088,8.42,0.87,5.6,2.066,0.09
EAST GARO HILLS,Nongchram (I),"3/10/24, 12:00 AM",25.6304485,90.8093158,401.4,11.64,123.2,0.316,7.048,0.88,0.37,4.56,0.87,5.9,5.12,0.082
EAST GARO HILLS,Tongbol Songgitcham,"3/8/24, 12:00 AM",25.6361276,90.4268056,301.0,10.3,168.0,0.513,4.67,1.15,0.44,3.18,0.63,5.9,4.268,0.044
EAST GARO HILLS,Sampalgre,"3/23/24, 12:00 AM",25.49663007,90.61120564,476.6,10.75,145.6,0.65,6.48,0.17,0.16,9.35,0.9,5.4,4.79,0.088
EAST GARO HILLS,Dawa Gittinggre,"3/13/24, 12:00 AM",25.5121127,90.6436656,451.5,12.54,178.0,0.345,7.2,0.944,0.76,9.72,0.84,5.5,1.36,0.048
EAST GARO HILLS,Pakregre Chikama,"3/24/24, 12:00 AM",25.6659806,90.7356096,351.2,12.99,141.1,0.52,12.21,0.02,0.51,7.33,0.63,6.0,8.17,0.095
EAST GARO HILLS,Pakregre Chikama,"3/24/24, 12:00 AM",25.6646705,90.7307021,426.4,12.09,134.4,0.27,4.61,0.207,0.61,2.27,0.75,5.8,2.08,0.096
EAST GARO HILLS,Nengmandalgre,"3/28/24, 12:00 AM",25.517215000000004,90.58058166666666,376.3,10.75,148.9,0.4,7.06,0.51,0.35,8.73,0.72,5.4,3.88,0.06
EAST GARO HILLS,Samanda Dolwarigre,"3/6/24, 12:00 AM",25.58367884,90.51121796,326.1,17.92,179.2,0.0,7.412,0.568,0.366,0.0,0.6,5.5,4.132,0.079
EAST GARO HILLS,Mandalgre,"3/8/24, 12:00 AM",25.5738338,90.3346901,401.4,17.47,108.6,0.348,4.204,0.112,0.224,3.16,0.78,6.0,1.368,0.09
EAST GARO HILLS,Tongbol Songgitcham,"3/8/24, 12:00 AM",25.589967,90.3947026,351.2,10.75,160.1,0.216,11.02,1.152,0.38,5.3,0.9,6.0,2.04,0.049
EAST GARO HILLS,Jawalgre Songgital,"3/24/24, 12:00 AM",25.6657742,90.7882825,476.6,10.75,150.0,0.47,13.99,0.93,0.21,9.17,0.9,5.8,4.43,0.054
EAST GARO HILLS,Pakregre Chikama,"3/24/24, 12:00 AM",25.6659806,90.7356096,401.4,13.44,120.9,0.32,12.71,0.217,0.1,7.37,0.72,6.2,8.06,0.09
EAST GARO HILLS,Samanda Megapgre,"3/25/24, 12:00 AM",25.5810549,90.5232716,351.2,12.54,106.4,0.46,6.58,0.24,0.43,5.04,0.87,6.0,4.39,0.077
EAST GARO HILLS,Samanda Prapgre,"3/25/24, 12:00 AM",25.6040278,90.5148593,402.4,9.97,243.6,0.42,10.29,0.05,0.75,7.14,0.46,5.9,4.79,0.109
EAST GARO HILLS,Norek Megapgre,"3/9/24, 12:00 AM",25.5231803,90.5619829,301.0,9.85,115.4,0.213,15.21,0.7,0.671,3.39,0.72,5.6,7.012,0.091
EAST GARO HILLS,Darugre Reserve,"3/9/24, 12:00 AM",25.62473166666667,90.76857166666666,451.5,15.68,170.2,0.52,11.02,0.28,0.19,5.86,0.93,5.4,3.06,0.058
EAST GARO HILLS,Tongbol Songgitcham,"3/8/24, 12:00 AM",25.6361276,90.4268056,376.3,12.09,173.6,0.416,4.684,0.852,0.92,4.42,0.84,6.1,3.16,0.05
EAST GARO HILLS,Samanda Megapgre,"3/25/24, 12:00 AM",25.580687,90.5226809,451.5,10.3,112.0,0.61,6.23,1.24,0.52,5.56,0.96,6.0,4.47,0.091
EAST GARO HILLS,Nengmandalgre,"3/28/24, 12:00 AM",25.513869,90.5770639,426.7,17.02,184.8,0.21,5.22,0.48,0.2,6.34,0.9,5.2,6.12,0.072
EAST GARO HILLS,Samanda Megapgre,"3/25/24, 12:00 AM",25.5810549,90.5232716,401.4,10.75,134.4,0.52,8.26,0.55,0.37,3.78,0.84,6.0,2.25,0.072
EAST GARO HILLS,Samanda Dolwarigre,"3/6/24, 12:00 AM",25.57708065,90.51599267,401.4,17.47,190.4,0.0,13.8,1.77,1.26,0.0,0.82,5.6,1.316,0.087
EAST GARO HILLS,Nengkra,"3/7/24, 12:00 AM",25.4986791,90.6964457,426.4,9.85,78.4,0.0,4.648,0.738,0.021,0.0,0.81,5.8,7.658,0.087
EAST GARO HILLS,Darugre Songma,"3/13/24, 12:00 AM",25.6167784,90.7744195,376.3,13.44,145.6,0.145,11.02,0.1,0.28,9.72,0.66,5.2,6.2,0.038
EAST GARO HILLS,Sobokgre A,"3/23/24, 12:00 AM",25.46542,90.5229634,301.0,8.06,141.1,0.42,11.02,1.05,0.19,5.45,0.57,5.4,3.06,0.064
EAST GARO HILLS,Sampalgre,"3/23/24, 12:00 AM",25.49505904,90.61097925,326.1,10.75,150.0,0.42,10.29,0.23,0.34,6.61,0.69,5.6,7.8,0.082
